"합계",송파구,삼전동,34507,0.95,36323,34293,0.95,36098
"합계",송파구,가락본동,29132,1.13,25781,28918,1.13,25591
"합계",송파구,가락1동,1237,1.34,923,968,1.34,722
"합계",송파구,가락2동,35477,0.96,36955,35434,0.96,36910
"합계",송파구,문정1동,22383,0.56,39970,22013,0.56,39309
"합계",송파구,문정2동,18158,2.20,8254,18824,2.20,8556
"합계",송파구,잠실본동,30965,0.94,32941,30898,0.94,32870
"합계",송파구,잠실4동,30842,1.56,19771,30924,1.56,19823
"합계",송파구,잠실6동,17848,2.79,6397,17826,2.79,6389
"합계",송파구,잠실7동,10474,0.60,17457,10433,0.60,17388
"합계",송파구,잠실2동,36799,2.18,16880,37033,2.18,16988
"합계",송파구,잠실3동,37168,1.49,24945,37094,1.49,24895
"합계",송파구,장지동,46174,2.60,17759,35930,1.37,26226
"합계",송파구,위례동,-,-,-,12030,2.55,4718
"합계",강동구,소계,481332,24.59,19577,463321,24.59,18842
"합계",강동구,강일동,34168,2.80,12203,34023,2.80,12151
"합계",강동구,상일동,26868,2.65,10139,24471,2.65,9234
"합계",강동구,명일1동,28073,0.61,46021,23430,0.61,38410
"합계",강동구,명일2동,18784,0.97,19365,18672,0.97,19249
"합계",강동구,고덕1동,16835,1.73,9731,16548,1.73,9565
"합계",강동구,고덕2동,17005,2.01,8460,9223,2.01,4589
"합계",강동구,암사2동,16312,1.18,13824,16159,1.18,13694
"합계",강동구,암사3동,19065,2.51,7596,19249,2.51,7669
"합계",강동구,천호1동,30573,0.71,43061,29636,0.71,41741
"합계",강동구,천호3동,26105,0.79,33044,26047,0.79,32971
"합계",강동구,성내1동,19724,0.58,34007,19657,0.58,33891
"합계",강동구,성내2동,26583,0.67,39676,26227,0.67,39145
"합계",강동구,성내3동,25322,0.71,35665,25189,0.71,35477
"합계",강동구,둔촌1동,19530,0.92,21228,19264,0.92,20939
"합계",강동구,둔촌2동,29349,0.98,29948,28988,0.98,29580
"합계",강동구,암사1동,38289,1.02,37538,37753,1.02,37013
"합계",강동구,천호2동,37226,1.57,23711,37065,1.57,23608
"합계",강동구,길동,51521,2.17,23742,51720,2.17,23834
